work_id,record_id,preferred_record_id,is_preferred_manifestation,dedup_rule,dedup_confidence,candidate_similarity,dedup_evidence_json,preferred_manifestation_rationale,source_group_ids_json
WORK-FB44D106948E3D6B,REC-E43A2DC89D039B8D,REC-E43A2DC89D039B8D,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2105.05530"",""title_sha256:fc25465d182d52c6""]"
WORK-AF7C5C23FFFE5842,REC-348FA63EF433FC7D,REC-348FA63EF433FC7D,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2107.01013"",""title_sha256:f454472b7c8bd1ba""]"
WORK-729AA827D7510606,REC-147FD411962C71A6,REC-147FD411962C71A6,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2108.00874"",""title_sha256:517ce58a42d78832""]"
WORK-359FF56D3A0F0977,REC-7C4BA136157B6978,REC-7C4BA136157B6978,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3445814.3446755"",""arxiv:2109.02484"",""title_sha256:463d44e9de9418e2""]"
WORK-62816B0246A8B41D,REC-5EBD295089780BF4,REC-5EBD295089780BF4,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2109.14349"",""title_sha256:e1e1a84d7cea468e""]"
WORK-0C3EACD3CB42E3DF,REC-BE790A13874474BF,REC-BE790A13874474BF,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2109.14704"",""title_sha256:dbb18b8c9169fc43""]"
WORK-A4ECD505E115114C,REC-76DCF46E7848DAB7,REC-76DCF46E7848DAB7,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2110.06155"",""title_sha256:680e3bb6e20751ae""]"
WORK-70D4B2A462A12E63,REC-F75ACEF70BC3579F,REC-F75ACEF70BC3579F,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2110.10030"",""title_sha256:92ed17c40d515016""]"
WORK-58477C2CF381B6C9,REC-B7FF364706B031F7,REC-B7FF364706B031F7,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.3390/app11156790"",""arxiv:2110.11290"",""title_sha256:4f7fbae33b10159b""]"
WORK-0A1FBBD9BCC0AF75,REC-641104861DB63DFC,REC-641104861DB63DFC,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1088/1748-0221/16/11/t11008"",""arxiv:2111.03902"",""title_sha256:bd676aaf3469f455""]"
WORK-CE660B2FAD9A6CCC,REC-4A6FA7206BAA75B4,REC-4A6FA7206BAA75B4,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2111.08297"",""title_sha256:094ec181a86bfaaf""]"
WORK-6262379DCE0876E7,REC-4677DAA8E1C4E7A9,REC-4677DAA8E1C4E7A9,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/icfpt52863.2021.9609930"",""arxiv:2112.07789"",""title_sha256:7bd9de2823b1c623""]"
WORK-684B9A5F5ABE81CB,REC-2D18C1AB2332BD28,REC-2D18C1AB2332BD28,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/tip.2015.2501725"",""arxiv:2112.13149"",""title_sha256:dbef52dbfffe97b2""]"
WORK-38351CB53837E521,REC-82C674E8D7722312,REC-82C674E8D7722312,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/tip.2017.2678799"",""arxiv:2112.13150"",""title_sha256:28ffbe334300a9b3""]"
WORK-9FE508DDDF3A9299,REC-C2D16149A62BB51E,REC-C2D16149A62BB51E,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2112.13890"",""title_sha256:959195e5cab9bec9""]"
WORK-3CCB7F61909FFF3D,REC-EB4A8C6C964584F8,REC-EB4A8C6C964584F8,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2201.06618"",""title_sha256:f881a835571a60a0""]"
WORK-6262CB4B01D3C8B6,REC-F3DEAE2A615F1BEE,REC-F3DEAE2A615F1BEE,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2201.10114"",""title_sha256:040d1ce0c8d71b83""]"
WORK-EC1F3835D1737B4E,REC-3197E8A9160CF79B,REC-3197E8A9160CF79B,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2201.11522"",""title_sha256:ed7132d0ba907b08""]"
WORK-FA9B0E171F7B8C5D,REC-5BA6F31CB89D22EF,REC-5BA6F31CB89D22EF,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1016/j.nima.2022.167546"",""arxiv:2202.04976"",""title_sha256:aad57e9b342996f0""]"
WORK-C85316E68F58B914,REC-09A364F2082BC906,REC-09A364F2082BC906,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2203.01414"",""title_sha256:a6526be737a1751f""]"
WORK-4CFCA204F544F053,REC-1FB2D9363D418D3A,REC-1FB2D9363D418D3A,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2203.11295"",""title_sha256:8da0acd5ffea8547""]"
WORK-5DB67EE59E0BFF00,REC-AED6C450CC7834B2,REC-AED6C450CC7834B2,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/iccworkshops53468.2022.9914635"",""arxiv:2205.03886"",""title_sha256:faa83f1ff918f699""]"
WORK-AB4E2D6C3B96F1D7,REC-BF8086DAD8681402,REC-BF8086DAD8681402,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2205.15062"",""title_sha256:2d0e62cba7137ee5""]"
WORK-C44CCA8524BA3056,REC-447285B4B840EE11,REC-447285B4B840EE11,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1142/s0129626412500090"",""arxiv:2206.01146"",""title_sha256:9ed294b2471f0544""]"
WORK-71014ED658D44433,REC-61C90658EFFD39BF,REC-61C90658EFFD39BF,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2206.10461"",""title_sha256:a5773503b47a0f2c""]"
WORK-A0772686D61E888B,REC-DA2EC52C4B78AD71,REC-DA2EC52C4B78AD71,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2207.03782"",""title_sha256:fcf07bebd6190161""]"
WORK-FEDC0DCFD1695A00,REC-B2475D779EEF408D,REC-B2475D779EEF408D,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/tap.2019.2938704"",""arxiv:2207.09054"",""title_sha256:83ed34ef83262642""]"
WORK-798576DA3360CBE1,REC-27EC4FCAD057D2AF,REC-27EC4FCAD057D2AF,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2207.10723"",""title_sha256:6af7a8edffbcc6d6""]"
WORK-3BC6C06DF0CC5926,REC-4894CC10C8AB67A3,REC-4894CC10C8AB67A3,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.3390/jlpea8040046"",""arxiv:2207.14463"",""title_sha256:9b9373f70ee27a3d""]"
WORK-38BF32F01373E3F9,REC-09886EF1B7D2452B,REC-09886EF1B7D2452B,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3489517.3530585"",""arxiv:2208.03646"",""title_sha256:e0cb4632b5c7fc93""]"
WORK-08FAB232B669E96A,REC-D9F3C753FC29AAD4,REC-D9F3C753FC29AAD4,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2208.05163"",""title_sha256:65e6c9ecca136e11""]"
WORK-C8C7DD2493E18982,REC-07348ADFD0A3279E,REC-07348ADFD0A3279E,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/tvlsi.2022.3197282"",""arxiv:2208.06118"",""title_sha256:a217ce7aab8ba1aa""]"
WORK-D9E6AAAC2CFDFAC7,REC-A1560326B01F3E64,REC-A1560326B01F3E64,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2208.10332"",""title_sha256:74c58e24b48d7bf4""]"
WORK-79AEA3C39C57A7C1,REC-79C05654ACFFF3E5,REC-79C05654ACFFF3E5,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2209.02314"",""title_sha256:22782a3ea3ddbbc7""]"
WORK-554D321D3BDABBA2,REC-EEEA57D7E193DA78,REC-EEEA57D7E193DA78,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2209.03353"",""title_sha256:50706590642b69d4""]"
WORK-4930858FF8B14F40,REC-F05D5A696ACC9648,REC-F05D5A696ACC9648,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2209.09570"",""title_sha256:7f3beef9de52d19b""]"
WORK-E2DE341FFF77BC47,REC-DACDD99CB85CF6D1,REC-DACDD99CB85CF6D1,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2209.10797"",""title_sha256:042928d356924ff3""]"
WORK-4C668A7F3E771A0E,REC-5A6C902321EA037F,REC-5A6C902321EA037F,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/access.2022.3219871"",""arxiv:2209.15436"",""title_sha256:f75d05083dd6ee47""]"
WORK-4D1A8D66B15A5ADE,REC-6FB8D6370DDA238B,REC-6FB8D6370DDA238B,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2210.09481"",""title_sha256:dda26fea73c53fd9""]"
WORK-925641344ED78E94,REC-A2503EFE5BB738CE,REC-A2503EFE5BB738CE,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2210.12703"",""title_sha256:da3f472cb65cd30b""]"
WORK-5B6F84F0C6192010,REC-4C2E95DDB8B7F21F,REC-4C2E95DDB8B7F21F,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2210.14793"",""title_sha256:8d0392c0308b67c0""]"
WORK-BF1B408F67B2A47C,REC-D2117C9C65232AA0,REC-D2117C9C65232AA0,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""arxiv:2211.03881"",""title_sha256:ea797724f8e92213""]"
WORK-B385DE9F75753FA4,REC-B797976E8C3DD74B,REC-B797976E8C3DD74B,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2211.06475"",""title_sha256:378d509f260e8470""]"
WORK-9F202AF24ADDE517,REC-461426DFCC1AA131,REC-461426DFCC1AA131,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2211.08110"",""title_sha256:8e92cd5c736d9925""]"
WORK-AF1BEB366A84BD62,REC-F5EC31B9648B775E,REC-F5EC31B9648B775E,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2211.14547"",""title_sha256:5548de800c2a3050""]"
WORK-016028D1606E48F4,REC-532363BE02AE8521,REC-532363BE02AE8521,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/fpl57034.2022.00013"",""arxiv:2301.01454"",""title_sha256:c69dd51dcc9ca607""]"
WORK-5C4897C26C108340,REC-FD5A471D9856BBC7,REC-FD5A471D9856BBC7,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2302.02959"",""title_sha256:dcdfd758b8c62a80""]"
WORK-3D6A9BFA249BF2A9,REC-786ADC1381CD7C7C,REC-786ADC1381CD7C7C,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2303.00299"",""title_sha256:1acca52e8542d08a""]"
WORK-221D4F0B94090672,REC-5FD6C290B90048C6,REC-5FD6C290B90048C6,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1038/s41598-023-34195-8"",""arxiv:2303.02799"",""title_sha256:d41ea190067f71ff""]"
WORK-BF21FF2DF8AB8862,REC-B1AB3CDD99DC6F68,REC-B1AB3CDD99DC6F68,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2303.12901"",""title_sha256:ed58114271d8a24a""]"
WORK-5ACEFF26E28898C8,REC-B1E7232B88648FB9,REC-B1E7232B88648FB9,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""arxiv:2303.13601"",""title_sha256:1b9ca36332e9ee78""]"
WORK-32CADE73B70D3B1D,REC-A3BF29C8BC422359,REC-A3BF29C8BC422359,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2304.02510"",""title_sha256:e6f75865b2f1edbd""]"
WORK-1CAEED2E683E919F,REC-B1B744172924155F,REC-B1B744172924155F,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2305.03018"",""title_sha256:89214ea9c4d41d8c""]"
WORK-1AD5564F25ACF064,REC-030A349885C6007C,REC-030A349885C6007C,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2305.04887"",""title_sha256:a0ac50b8fd447357""]"
WORK-F0F6763FD5695323,REC-5F8D8FEE55A44AE2,REC-5F8D8FEE55A44AE2,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2305.09834"",""title_sha256:bcc60f6b8ba7c343""]"
WORK-3E03DA9352167DD4,REC-1E7441F9766064EE,REC-1E7441F9766064EE,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2305.10838"",""title_sha256:7b553752e83cf704""]"
WORK-2812841B4B991927,REC-03B61755E4BFDD6B,REC-03B61755E4BFDD6B,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2305.12824"",""title_sha256:4cc66578672fc989""]"
WORK-1077CC27B9DBB0E7,REC-EB622A25C915E5D5,REC-EB622A25C915E5D5,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2305.15999"",""title_sha256:21de77404ba7609d""]"
WORK-2D44FCCE8D9826E3,REC-66B094C6BAA51FA7,REC-66B094C6BAA51FA7,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2305.18691"",""title_sha256:fd0ab8ca309b2d55""]"
WORK-973A8436D1EDB6AE,REC-1C939925CE9E62FF,REC-1C939925CE9E62FF,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/fpl60245.2023.00020"",""arxiv:2305.19896"",""title_sha256:9b11ecf4c79ec641""]"
WORK-D2AC7DC7828CC30D,REC-0F2A03A0DF86FD27,REC-0F2A03A0DF86FD27,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2306.05021"",""title_sha256:bd00c23ef56d4095""]"
WORK-ABC385BEAF195807,REC-0ED11F871A636313,REC-0ED11F871A636313,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/fpl60245.2023.00042"",""arxiv:2306.08746"",""title_sha256:0ee483e23317b76e""]"
WORK-F7174A46A928C00B,REC-5B72DD0EC4232AAC,REC-5B72DD0EC4232AAC,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2307.07319"",""title_sha256:222fbacb02e3b384""]"
WORK-623D701A22B5E4FE,REC-1C3DF74FE00A7869,REC-1C3DF74FE00A7869,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1007/s11227-023-05578-5"",""arxiv:2308.04261"",""title_sha256:90df90ac34b47b5f""]"
WORK-EEA9C79FA86878BA,REC-BCFB3C4AFAE3811E,REC-BCFB3C4AFAE3811E,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/iccad57390.2023.10323650"",""arxiv:2308.05930"",""title_sha256:ca3fc327c52b4559""]"
WORK-A39D9A95839EB26B,REC-1D91E09883329FFA,REC-1D91E09883329FFA,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2308.06849"",""title_sha256:7214042257397746""]"
WORK-17A0A20AECE62821,REC-5379D6B857EA5D12,REC-5379D6B857EA5D12,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2308.13922"",""title_sha256:da14d97068c75092""]"
WORK-55DD95AAFB8A7368,REC-A4176B89BC21CA65,REC-A4176B89BC21CA65,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2309.12917"",""title_sha256:bab32c4ba1b391e0""]"
WORK-F2094FB5495FFE07,REC-03737A3859757540,REC-03737A3859757540,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2310.01906"",""title_sha256:b832c506e3de7963""]"
WORK-B4E78ACC064EADB3,REC-BCED24E48DF96CCD,REC-BCED24E48DF96CCD,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2310.02654"",""title_sha256:bdb66545b4678ce1""]"
WORK-2A491AA890291851,REC-366753D8F671C3E6,REC-366753D8F671C3E6,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/iccad57390.2023.10323839"",""arxiv:2310.04618"",""title_sha256:9259d43a4e8983b6""]"
WORK-E82CFE468C9C41A7,REC-3F04DF5486FF18BF,REC-3F04DF5486FF18BF,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2310.09949"",""title_sha256:ed97321b1c83b547""]"
WORK-5727C5705326A8F4,REC-951785FA7828CC56,REC-951785FA7828CC56,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2311.04581"",""title_sha256:8ac65c43604c780b""]"
WORK-7B9EAF883E2299D5,REC-432F7854F5018CF5,REC-432F7854F5018CF5,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2311.12082"",""title_sha256:da835cb3139d09fb""]"
WORK-C12145DDB7423D65,REC-D9405439DEC665EE,REC-D9405439DEC665EE,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2311.12359"",""title_sha256:350f44a2f7e5c71e""]"
WORK-688ADEA2C66217F1,REC-8079DF7689E5D2AD,REC-8079DF7689E5D2AD,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2311.12449"",""title_sha256:7accc67c8baa63a3""]"
WORK-07EED84E7B19B4D8,REC-03DB065D26928ABC,REC-03DB065D26928ABC,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2312.14392"",""title_sha256:95f0e6fd54f3d009""]"
WORK-E16D1DA19CB5E658,REC-69006487AF098BB4,REC-69006487AF098BB4,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3656177"",""arxiv:2312.15159"",""title_sha256:45a7faaa4f81ad33""]"
WORK-6BF0820D9150F9CA,REC-AA2294917DBE09FA,REC-AA2294917DBE09FA,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.14778/3675034.3675047"",""arxiv:2401.01150"",""title_sha256:31b0658a1d8d56f7""]"
WORK-9533F9E8878DED1F,REC-0E92CE28414078EE,REC-0E92CE28414078EE,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/access.2024.3480977"",""arxiv:2401.02721"",""title_sha256:eca2d904dc0766f8""]"
WORK-E236C8566735C650,REC-9DD301C82F69C383,REC-9DD301C82F69C383,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2401.03868"",""title_sha256:61b99f27282d1f27""]"
WORK-88E810112C6CFB1C,REC-18A9873A1ED2419D,REC-18A9873A1ED2419D,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2401.05154"",""title_sha256:c0434565ca247a76""]"
WORK-EE39B4EBD76D99F0,REC-5D437477A3B3F0CC,REC-5D437477A3B3F0CC,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.3390/app15020586"",""arxiv:2401.09890"",""title_sha256:ab02a08745ef376c""]"
WORK-343E52C3DEBB2F14,REC-AAF5141FDB3D1BC0,REC-AAF5141FDB3D1BC0,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2401.10364"",""title_sha256:a548aabda842823d""]"
WORK-803E18BC7DD41B34,REC-EB5DF096D8CCF2D9,REC-EB5DF096D8CCF2D9,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3626202.3637569"",""arxiv:2401.10417"",""title_sha256:fdb6f28cec748a55""]"
WORK-925B1E9E93E8CEA5,REC-8C100552CB5EC8D8,REC-8C100552CB5EC8D8,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/iscas58744.2024.10558636"",""arxiv:2401.11851"",""title_sha256:8ada09549fd6fb3a""]"
WORK-FF56FF204D587668,REC-F95950AEA19221D0,REC-F95950AEA19221D0,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""arxiv:2402.01047"",""title_sha256:7e5d09685b1e2a52""]"
WORK-EBB5303DC48E2539,REC-8D280CE74606BAF2,REC-8D280CE74606BAF2,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/aicas59952.2024.10595893"",""arxiv:2402.09109"",""title_sha256:57886361b825c41f""]"
WORK-3FBBD67FEE61574E,REC-E7AE600E045763D8,REC-E7AE600E045763D8,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2402.09709"",""title_sha256:a33858788c087cd2""]"
WORK-D199528F945B1582,REC-E1548173957F8389,REC-E1548173957F8389,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2402.14307"",""title_sha256:2fed52a2f7038c56""]"
WORK-DB4EB90004DA1A28,REC-89DB69AA1112A17A,REC-89DB69AA1112A17A,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2403.01215"",""title_sha256:56e5f63206dfb954""]"
WORK-EAD196538EAD217A,REC-501B131BCCDB0BBF,REC-501B131BCCDB0BBF,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2403.10686"",""title_sha256:ee445f3062e67f72""]"
WORK-D29C7D406D84ED7B,REC-8315B7014468B835,REC-8315B7014468B835,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2403.14047"",""title_sha256:ef6aa6046e784d32""]"
WORK-B29B269F41E6E9D8,REC-C011C30026F65B8A,REC-C011C30026F65B8A,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2403.20230"",""title_sha256:3d95b0e2dbbe7fe9""]"
WORK-EEC00CC9B71ED381,REC-2A1E7F2B5FE644D9,REC-2A1E7F2B5FE644D9,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2404.04527"",""title_sha256:00dc00c61763af66""]"
WORK-76F4A5C5EB66904E,REC-EC01639CBEC45A37,REC-EC01639CBEC45A37,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/lad62341.2024.10691721"",""arxiv:2404.07235"",""title_sha256:32502e06a6006143""]"
WORK-4627BBCBFE1BA7BB,REC-50F6BA42D72FB565,REC-50F6BA42D72FB565,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2404.10896"",""title_sha256:852f8a462903f9ce""]"
WORK-DEBFBC79713631D6,REC-40DE72B605CF02EB,REC-40DE72B605CF02EB,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3649329.3655679"",""arxiv:2404.15185"",""title_sha256:e19db225591ef801""]"
WORK-07267F46FB72A6F4,REC-8CA067D69DCD7740,REC-8CA067D69DCD7740,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2404.16158"",""title_sha256:935619ca806b703c""]"
WORK-586F8BE993539508,REC-A8FC56A3513C926D,REC-A8FC56A3513C926D,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2405.00738"",""title_sha256:6da8ad1679044711""]"
WORK-340988B7272F355C,REC-EE5E845B0F2772CA,REC-EE5E845B0F2772CA,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/icons62911.2024.00024"",""arxiv:2405.01419"",""title_sha256:eaeb0328d0657f3e""]"
WORK-20095DCFBB515DC4,REC-F03EEDBB96B92664,REC-F03EEDBB96B92664,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2405.01775"",""title_sha256:c9eb52e81fbfde74""]"
WORK-EEBD5BB2B5030D8A,REC-CB909EA926A5AC72,REC-CB909EA926A5AC72,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2405.11353"",""title_sha256:c938f00796ac03a2""]"
WORK-A823F85577A14D7F,REC-DC3D7EFD2F28A99F,REC-DC3D7EFD2F28A99F,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/tcsi.2025.3526585"",""arxiv:2405.15923"",""title_sha256:e7ebe1067ce08f45""]"
WORK-AFCF36F1CB0AA7CD,REC-F65FD886EFF07883,REC-F65FD886EFF07883,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2405.17025"",""title_sha256:19e945113bd65543""]"
WORK-BCAC51FD8CA6A5B2,REC-76DBC4C4BEB42ABB,REC-76DBC4C4BEB42ABB,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2405.19948"",""title_sha256:26c02fb398d79d8b""]"
WORK-957AE18C470B37D1,REC-B98F65C951D2121A,REC-B98F65C951D2121A,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.14778/3749646.3749655"",""arxiv:2406.12385"",""title_sha256:fdc9b19dbc389d77""]"
WORK-93D0810BFBBF88FE,REC-A53433EACA5A3E39,REC-A53433EACA5A3E39,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2406.14593"",""title_sha256:390648b0b9d62306""]"
WORK-7FCCD0EEA2C805D1,REC-29297747619229E3,REC-29297747619229E3,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2406.14854"",""title_sha256:7eb48ceb1646aa73""]"
WORK-B3F56AF3B0A65385,REC-CB40F46E4458382D,REC-CB40F46E4458382D,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3767295.3803584"",""arxiv:2406.17995"",""title_sha256:213a186e952698e2""]"
WORK-16239B4D93E0EEE1,REC-0A53F8CDE071DFAB,REC-0A53F8CDE071DFAB,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2407.01011"",""title_sha256:602cc976779aa4f7""]"
WORK-9E47F2761A534CB2,REC-CE605F5FE8275050,REC-CE605F5FE8275050,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2407.01549"",""title_sha256:7f10399e12bb3cad""]"
WORK-28A5F262F9D93710,REC-2E8C2D5C8564F14C,REC-2E8C2D5C8564F14C,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2407.02913"",""title_sha256:d0ef7e2edcf13b28""]"
WORK-02E3CB04168BDD85,REC-52DB9C1A84C344D5,REC-52DB9C1A84C344D5,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2407.05521"",""title_sha256:f89b2ea4e26c08c2""]"
WORK-3B8C5897C48327F6,REC-6C5ABE261E433D60,REC-6C5ABE261E433D60,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/aiot63253.2024.00017"",""arxiv:2407.11041"",""title_sha256:5b38a198d7d1760d""]"
WORK-13DC055F6B287384,REC-B7DAC6E64AEA32C6,REC-B7DAC6E64AEA32C6,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2407.12736"",""title_sha256:81651d601c4a075b""]"
WORK-BED06F498C6E0F22,REC-179585D01665ABA3,REC-179585D01665ABA3,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2407.17879"",""title_sha256:f771317e3edbfb51""]"
WORK-B71A12BC8DBBFD57,REC-4810175E48EBE449,REC-4810175E48EBE449,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2407.18175"",""title_sha256:73d8a1758da5f417""]"
WORK-0CC1892518243ABD,REC-09DEF0F386F31DC0,REC-09DEF0F386F31DC0,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""arxiv:2407.18255"",""title_sha256:2c6d5a169dd936c9""]"
